date,石門(mm),霞雲(mm),高義(mm),嘎拉賀(mm),玉峰(mm),鎮西堡(mm),巴陵(mm),石門水庫流量(cms),temperature (C),precipitation (cm),evapotranspiration (CMSD),season
1991-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,7.93,0.0,9.74,3
1991-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,9.53,0.0,10.8,3
1991-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.83,5.73,0.0,8.22,3
1991-03-17,5.0,3.0,0.0,1.0,0.0,0.0,0.0,4.26,7.13,0.08612,8.43,3
1991-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.79,8.63,0.009049999999999999,8.64,3
1991-03-19,17.0,15.0,16.0,13.0,17.0,13.0,19.0,13.77,12.53,1.4545100000000002,10.2,3
1991-03-20,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.23,14.83,0.03997,15.0,3
1991-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,14.53,0.0,14.7,3
1991-03-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63,13.03,0.00327,13.4,3
1991-03-23,26.0,10.0,12.0,12.0,10.0,16.0,12.0,14.62,8.43,1.34382,10.1,3
1991-03-24,24.0,27.0,9.0,2.0,2.0,2.0,7.0,9.98,13.13,0.8013399999999999,13.5,3
1991-03-25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.1,14.73,0.01708,14.9,3
1991-03-26,11.0,2.0,1.0,4.0,4.0,5.0,2.0,14.69,13.53,0.38273999999999997,13.9,3
1991-03-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.04,14.13,0.01708,14.4,3
1991-03-28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.39,8.93,0.00654,10.4,3
1991-03-29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06,9.23,0.00981,10.6,3
1991-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,8.73,0.0,10.3,3
1991-03-31,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.98,5.13,0.03179,8.11,3
1991-04-01,9.0,9.0,15.0,13.0,19.0,14.0,14.0,12.85,3.13,1.32351,8.14,4
1991-04-02,1.0,2.0,1.0,2.0,1.0,3.0,2.0,12.69,4.83,0.21804,9.11,4
1991-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.44,8.93,0.0,11.9,4
1991-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,9.63,0.0,12.5,4
1991-04-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,0.00327,14.0,4
1991-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.07,11.13,0.0,13.7,4
1991-04-07,50.0,33.0,28.0,17.0,27.0,15.0,23.0,24.99,9.83,2.22342,12.6,4
1991-04-08,16.0,11.0,2.0,1.0,1.0,0.0,0.0,22.51,12.33,0.28225,14.8,4
1991-04-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.76,14.23,0.01708,16.6,4
1991-04-10,3.0,3.0,1.0,0.0,0.0,1.0,1.0,12.64,16.83,0.11496999999999999,19.4,4
1991-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86,18.23,0.0,21.1,4
1991-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,18.03,0.0,20.9,4
1991-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.67,16.43,0.0,19.0,4
1991-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,14.43,0.0,16.8,4
1991-04-15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,14.43,0.00981,16.8,4
1991-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,17.43,0.0,20.1,4
1991-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,18.73,0.0,19.5,4
1991-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,17.93,0.0,15.5,4
1991-04-19,0.0,24.0,0.0,0.0,0.0,0.0,0.0,11.39,8.43,0.40991999999999995,7.27,4
1991-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,7.23,0.0,8.0,4
1991-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,9.23,0.0,8.37,4
1991-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,11.53,0.0,8.79,4
1991-04-23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.26,13.63,0.012320000000000001,8.95,4
1991-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,14.13,0.0,8.12,4
1991-04-25,0.0,1.0,1.0,14.0,2.0,13.0,5.0,7.31,16.93,0.8213800000000001,8.42,4
1991-04-26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.32,16.83,0.018529999999999998,16.3,4
1991-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,16.43,0.0,13.6,4
1991-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,19.03,0.0,13.6,4
1991-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,17.33,0.0,10.2,4
1991-04-30,1.0,14.0,4.0,0.0,0.0,0.0,0.0,38.79,10.73,0.27507000000000004,5.8,4
1991-05-01,21.0,74.0,45.0,40.0,36.0,43.0,54.0,66.62,10.83,4.76672,6.88,5
1991-05-02,76.0,64.0,67.0,54.0,65.0,65.0,58.0,128.65,6.63,6.26675,11.3,5
1991-05-03,20.0,19.0,12.0,9.0,17.0,11.0,11.0,73.24,6.83,1.28004,11.4,5
1991-05-04,45.0,25.0,18.0,26.0,29.0,23.0,31.0,74.45,9.93,2.53586,13.9,5
1991-05-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.62,13.63,0.036699999999999997,17.6,5
1991-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13,17.83,0.0,22.7,5
1991-05-07,1.0,0.0,3.0,0.0,1.0,0.0,0.0,28.6,17.63,0.034960000000000005,22.4,5
1991-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.43,14.13,0.0,18.1,5
1991-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53,0.0,16.4,5
1991-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,0.0,18.9,5
1991-05-11,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.31,16.83,0.07339999999999999,21.4,5
1991-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58,17.13,0.0,20.9,5
1991-05-13,0.0,4.0,1.0,0.0,0.0,0.0,0.0,19.62,15.53,0.07649,15.9,5
1991-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.27,17.73,0.0,15.4,5
1991-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.97,17.33,0.0,12.5,5
1991-05-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61,16.03,0.00327,9.65,5
1991-05-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.34,17.63,0.036699999999999997,8.99,5
1991-05-18,0.0,0.0,0.0,2.0,5.0,5.0,1.0,15.81,20.83,0.26551,9.02,5
1991-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,20.13,0.0,7.94,5
1991-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.28,20.83,0.0,6.65,5
1991-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,21.13,0.0,5.38,5
1991-05-22,0.0,0.0,0.0,16.0,0.0,0.0,0.0,12.72,21.13,0.29647999999999997,4.27,5
1991-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,20.63,0.0,4.97,5
1991-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.04,20.53,0.0,3.94,5
1991-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.73,0.0,3.19,5
1991-05-26,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.77,21.73,0.055589999999999994,2.69,5
1991-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51,20.13,0.0,1.93,5
1991-05-28,1.0,0.0,0.0,7.0,0.0,0.0,0.0,14.46,19.33,0.13298,1.48,5
1991-05-29,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.48,19.73,0.055589999999999994,1.23,5
1991-05-30,1.0,5.0,0.0,0.0,0.0,5.0,0.0,11.21,20.33,0.27217,1.03,5
1991-05-31,0.0,17.0,0.0,1.0,0.0,6.0,6.0,10.83,20.53,0.58339,2.04,5
1991-06-01,0.0,0.0,0.0,0.0,5.0,4.0,0.0,12.17,20.13,0.1827,9.09,6
1991-06-02,0.0,1.0,0.0,3.0,0.0,0.0,0.0,14.0,20.33,0.07266999999999998,7.31,6
1991-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,21.03,0.0,6.03,6
1991-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57,20.73,0.0,4.64,6
1991-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99,21.63,0.0,3.85,6
1991-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64,20.03,0.0,2.72,6
1991-06-07,23.0,2.0,0.0,14.0,0.0,12.0,0.0,13.48,16.93,0.8091899999999999,1.8,6
1991-06-08,46.0,41.0,48.0,10.0,34.0,27.0,21.0,12.2,18.43,2.85323,10.4,6
1991-06-09,33.0,24.0,22.0,33.0,35.0,39.0,34.0,0.0,19.93,3.299359999999999,26.9,6
1991-06-10,0.0,3.0,15.0,10.0,9.0,14.0,16.0,27.39,20.23,1.08231,27.4,6
1991-06-11,1.0,28.0,12.0,0.0,59.0,21.0,0.0,23.88,19.63,1.77387,26.4,6
1991-06-12,6.0,1.0,0.0,0.0,0.0,0.0,0.0,17.48,19.33,0.036699999999999997,26.0,6
1991-06-13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.65,20.73,0.00327,28.2,6
1991-06-14,0.0,49.0,0.0,0.0,0.0,1.0,0.0,19.04,20.93,0.8736200000000001,28.5,6
1991-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.08,21.33,0.0,29.2,6
1991-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.52,21.73,0.0,29.9,6
1991-06-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.33,22.03,0.036699999999999997,30.4,6
1991-06-18,2.0,44.0,65.0,0.0,27.0,15.0,2.0,33.61,20.13,2.05157,27.2,6
1991-06-19,6.0,2.0,7.0,15.0,7.0,4.0,18.0,64.59,20.13,0.74888,27.2,6
1991-06-20,23.0,137.0,73.0,10.0,13.0,2.0,41.0,94.45,19.63,3.73467,26.4,6
1991-06-21,59.0,19.0,26.0,47.0,22.0,29.0,33.0,85.78,19.63,3.12169,26.4,6
1991-06-22,0.0,76.0,34.0,58.0,14.0,20.0,37.0,111.45,17.83,3.81997,23.8,6
1991-06-23,53.0,59.0,60.0,44.0,40.0,26.0,33.0,281.02,15.13,4.0266,20.2,6
1991-06-24,82.0,91.0,85.0,80.0,91.0,61.0,107.0,242.32,14.13,7.859699999999999,19.0,6
1991-06-25,89.0,53.0,45.0,41.0,51.0,49.0,42.0,185.53,16.83,4.86823,22.4,6
1991-06-26,8.0,3.0,3.0,10.0,6.0,9.0,7.0,115.44,17.73,0.72394,23.6,6
1991-06-27,62.0,11.0,7.0,1.0,6.0,11.0,1.0,116.52,18.03,0.92217,24.1,6
1991-06-28,78.0,25.0,2.0,24.0,4.0,1.0,10.0,91.36,19.73,1.29904,26.6,6
1991-06-29,0.0,0.0,0.0,28.0,0.0,0.0,1.0,66.73,20.43,0.52789,27.7,6
1991-06-30,0.0,1.0,2.0,0.0,0.0,3.0,1.0,68.01,19.63,0.15257,26.4,6
1991-07-01,41.0,13.0,10.0,27.0,36.0,52.0,14.0,63.82,20.63,3.2317,26.8,7
1991-07-02,0.0,0.0,0.0,12.0,0.0,0.0,0.0,50.09,21.13,0.22235999999999997,27.6,7
1991-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.14,21.13,0.0,27.6,7
1991-07-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.1,21.43,0.009049999999999999,28.1,7
1991-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,20.93,0.0,27.3,7
1991-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.78,21.33,0.0,27.9,7
1991-07-07,0.0,0.0,0.0,5.0,0.0,0.0,0.0,30.44,21.13,0.09265,27.6,7
1991-07-08,0.0,0.0,0.0,0.0,12.0,0.0,0.0,31.87,22.23,0.08616,23.8,7
1991-07-09,0.0,0.0,13.0,1.0,0.0,0.0,29.0,33.18,21.23,0.38719000000000003,17.5,7
1991-07-10,0.0,0.0,0.0,0.0,1.0,5.0,0.0,29.38,21.73,0.19068000000000002,15.5,7
1991-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,21.73,0.0,12.2,7
1991-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.59,19.73,0.0,8.51,7
1991-07-13,48.0,32.0,48.0,32.0,41.0,40.0,28.0,53.96,19.13,3.70442,6.64,7
1991-07-14,58.0,76.0,4.0,6.0,2.0,2.0,10.0,45.54,20.33,1.8098599999999998,26.3,7
1991-07-15,0.0,2.0,1.0,0.0,0.0,2.0,0.0,41.95,20.53,0.11573,26.7,7
1991-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,20.83,0.0,27.1,7
1991-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.38,21.83,0.0,28.7,7
1991-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.36,21.03,0.0,27.4,7
1991-07-19,0.0,15.0,17.0,32.0,6.0,23.0,34.0,40.09,21.53,2.18293,28.2,7
1991-07-20,4.0,12.0,5.0,30.0,9.0,15.0,27.0,40.13,20.03,1.6742599999999999,25.9,7
1991-07-21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.55,19.73,0.00981,25.4,7
1991-07-22,38.0,2.0,0.0,0.0,2.0,0.0,0.0,27.19,21.23,0.17278,27.8,7
1991-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.23,21.33,0.0,27.9,7
1991-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.99,21.23,0.0,27.8,7
1991-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55,20.63,0.0,26.8,7
1991-07-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74,20.33,0.00654,26.3,7
1991-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.69,21.23,0.0,22.3,7
1991-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.13,0.0,18.6,7
1991-07-29,0.0,0.0,0.0,0.0,0.0,34.0,0.0,24.63,21.93,1.2478,14.3,7
1991-07-30,0.0,2.0,3.0,13.0,7.0,19.0,4.0,23.85,20.93,1.08332,27.3,7
1991-07-31,0.0,18.0,17.0,21.0,6.0,7.0,9.0,32.65,19.73,1.2168899999999998,25.4,7
1991-08-01,66.0,18.0,13.0,31.0,16.0,65.0,18.0,0.0,20.13,3.86718,24.2,8
1991-08-02,8.0,27.0,1.0,0.0,1.0,2.0,2.0,34.96,20.63,0.5941699999999999,24.9,8
1991-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.94,21.53,0.0,26.2,8
1991-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,21.23,0.0,25.8,8
1991-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57,21.93,0.0,26.8,8
1991-08-06,0.0,0.0,11.0,0.0,0.0,0.0,0.0,22.95,21.53,0.08986999999999999,26.2,8
1991-08-07,0.0,0.0,0.0,20.0,3.0,9.0,3.0,19.54,21.73,0.7495899999999999,26.5,8
1991-08-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.37,21.53,0.036699999999999997,26.2,8
1991-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61,19.93,0.0,23.9,8
1991-08-10,27.0,81.0,71.0,43.0,85.0,4.0,18.0,42.58,19.13,3.7686299999999995,22.8,8
1991-08-11,8.0,5.0,6.0,37.0,3.0,7.0,1.0,48.64,18.63,1.1336800000000002,22.1,8
1991-08-12,50.0,31.0,33.0,99.0,29.0,69.0,58.0,106.85,19.03,6.06248,22.7,8
1991-08-13,15.0,24.0,3.0,10.0,15.0,5.0,6.0,57.11,21.53,1.0142799999999998,26.2,8
1991-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.52,21.93,0.0,26.8,8
1991-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.63,21.13,0.0,25.6,8
1991-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.23,20.43,0.0,24.6,8
1991-08-17,0.0,0.0,0.0,0.0,3.0,0.0,7.0,164.58,17.53,0.08489,20.7,8
1991-08-18,279.0,171.0,124.2,52.0,89.0,64.0,98.0,304.45,19.33,9.686004,23.1,8
1991-08-19,16.0,39.0,45.0,45.0,44.0,58.0,40.0,110.31,20.23,4.72646,24.3,8
1991-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.43,0.0,23.2,8
1991-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.01,19.03,0.0,22.7,8
1991-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.66,19.63,0.0,23.5,8
1991-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.87,20.63,0.0,24.9,8
1991-08-24,5.0,5.0,2.0,0.0,2.0,0.0,0.0,78.59,18.83,0.13245,22.4,8
1991-08-25,89.0,42.0,6.0,4.0,15.0,3.0,5.0,61.49,18.33,1.39458,21.7,8
1991-08-26,140.0,49.0,12.0,27.0,13.0,11.0,31.0,53.01,19.13,2.67066,22.8,8
1991-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.78,18.63,0.0,22.1,8
1991-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.64,18.63,0.0,22.1,8
1991-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.99,19.23,0.0,22.9,8
1991-08-30,0.0,9.0,0.0,2.0,0.0,0.0,0.0,37.59,20.03,0.19078,24.0,8
1991-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.53,20.43,0.0,24.6,8
1991-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.43,0.0,21.9,9
1991-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.39,20.83,0.0,22.5,9
1991-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.76,21.13,0.0,21.0,9
1991-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.71,20.63,0.0,16.9,9
1991-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.12,19.33,0.0,13.0,9
1991-09-06,17.0,4.0,2.0,2.0,2.0,1.0,1.0,25.05,18.63,0.23742000000000002,10.5,9
1991-09-07,40.0,0.0,0.0,1.0,0.0,0.0,1.0,22.19,20.03,0.15838000000000002,9.75,9
1991-09-08,28.0,0.0,0.0,1.0,0.0,0.0,0.0,49.7,19.63,0.11009,7.98,9
1991-09-09,95.0,15.0,14.0,7.0,12.0,6.0,8.0,57.92,18.63,1.1896999999999998,6.33,9
1991-09-10,58.0,43.0,3.0,8.0,1.0,14.0,21.0,34.93,19.53,1.8078800000000002,18.0,9
1991-09-11,27.0,0.0,0.0,0.0,0.0,0.0,0.0,25.98,20.23,0.08829000000000001,21.7,9
1991-09-12,29.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,19.73,0.09483,21.1,9
1991-09-13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,17.03,0.00327,18.0,9
1991-09-14,17.0,37.0,41.0,27.0,35.0,34.0,39.0,0.0,16.83,3.37488,17.7,9
1991-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.98,17.03,0.0,18.0,9
1991-09-16,10.0,9.0,4.0,25.0,4.0,10.0,13.0,50.24,16.83,1.1957200000000001,17.7,9
1991-09-17,16.0,9.0,23.0,57.0,6.0,10.0,39.0,282.74,17.43,2.21319,18.4,9
1991-09-18,3.0,105.0,10.0,127.0,29.0,171.0,52.0,286.94,17.03,11.192739999999999,18.0,9
1991-09-19,76.0,14.0,130.0,110.0,81.0,47.0,132.0,242.6,16.93,7.089119999999999,17.8,9
1991-09-20,0.0,59.0,2.0,5.0,1.0,2.0,41.0,121.79,17.43,1.56834,18.4,9
1991-09-21,0.0,0.0,0.0,0.0,0.0,0.0,25.0,85.41,16.03,0.22624999999999998,16.9,9
1991-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,14.63,0.0,15.5,9
1991-09-23,1.0,0.0,21.0,148.0,23.0,15.0,0.0,180.88,18.33,3.63292,19.4,9
1991-09-24,8.0,0.0,13.0,17.0,5.0,4.0,0.0,95.45,18.83,0.63008,20.0,9
1991-09-25,2.0,1.0,1.0,3.0,2.0,1.0,4.0,87.09,17.63,0.17464,18.6,9
1991-09-26,0.0,29.0,21.0,30.0,14.0,14.0,29.0,176.71,15.83,2.09956,16.7,9
1991-09-27,19.0,67.0,76.0,52.0,72.0,40.0,58.0,154.0,17.73,5.3008299999999995,18.7,9
1991-09-28,1.0,9.0,9.0,6.0,10.0,4.0,6.0,117.62,14.93,0.6146,15.8,9
1991-09-29,1.0,0.0,0.0,4.0,1.0,4.0,1.0,136.37,14.83,0.24042,15.7,9
1991-09-30,11.0,36.0,43.0,70.0,38.0,65.0,58.0,196.71,15.03,5.4825,15.9,9
1991-10-01,7.0,26.0,13.0,22.0,8.0,10.0,16.0,179.47,15.93,1.5500800000000001,15.1,10
1991-10-02,9.0,11.0,13.0,23.0,17.0,20.0,15.0,151.82,18.73,1.74152,17.9,10
1991-10-03,13.0,8.0,14.0,38.0,20.0,24.0,16.0,165.21,18.43,2.1668700000000003,17.6,10
1991-10-04,0.0,0.0,0.0,2.0,0.0,4.0,1.0,124.71,16.83,0.19291,16.0,10
1991-10-05,10.0,1.0,0.0,1.0,0.0,0.0,1.0,109.0,14.73,0.07736000000000001,14.1,10
1991-10-06,0.0,0.0,0.0,1.0,0.0,0.0,1.0,91.01,14.93,0.02758,14.2,10
1991-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.91,13.53,0.0,13.1,10
1991-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.92,12.93,0.0,12.6,10
1991-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.52,12.33,0.0,12.1,10
1991-10-10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,56.08,13.13,0.026129999999999997,12.7,10
1991-10-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.88,13.03,0.01708,12.7,10
1991-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.22,13.33,0.0,12.9,10
1991-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.79,14.53,0.0,13.9,10
1991-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.88,12.73,0.0,12.4,10
1991-10-15,3.0,4.0,8.0,9.0,10.0,10.0,9.0,43.13,13.63,0.83051,13.0,10
1991-10-16,5.0,7.0,2.0,3.0,4.0,4.0,2.0,44.0,14.23,0.40146,13.6,10
1991-10-17,9.0,12.0,7.0,10.0,7.0,11.0,7.0,48.41,12.33,0.9941899999999999,12.1,10
1991-10-18,10.0,5.0,1.0,3.0,1.0,1.0,2.0,41.82,12.43,0.24384,12.2,10
1991-10-19,1.0,0.0,0.0,1.0,0.0,1.0,0.0,35.29,12.63,0.058499999999999996,12.4,10
1991-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.31,12.43,0.0,12.2,10
1991-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.27,14.03,0.0,13.5,10
1991-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.14,13.23,0.0,12.8,10
1991-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.18,14.03,0.0,13.5,10
1991-10-24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.35,15.13,0.018529999999999998,14.4,10
1991-10-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.12,14.33,0.009049999999999999,12.7,10
1991-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.63,13.13,0.0,10.6,10
1991-10-27,0.0,2.0,2.0,3.0,0.0,1.0,3.0,29.88,11.23,0.16993999999999998,8.51,10
1991-10-28,3.0,11.0,14.0,16.0,3.0,10.0,17.0,51.56,10.93,1.1509399999999999,7.64,10
1991-10-29,0.0,4.0,0.0,30.0,0.0,5.0,14.0,102.13,12.23,0.93442,12.1,10
1991-10-30,15.0,24.0,16.0,42.0,15.0,12.0,25.0,65.14,12.63,2.1422999999999996,12.4,10
1991-10-31,9.0,6.0,5.0,5.0,2.0,2.0,5.0,50.12,10.63,0.39842,10.9,10
1991-11-01,4.0,1.0,1.0,2.0,0.0,1.0,1.0,43.39,10.33,0.12114,9.67,11
1991-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,11.73,0.0,10.6,11
1991-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.89,11.33,0.0,10.3,11
1991-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,13.03,0.0,11.4,11
1991-11-05,0.0,0.0,0.0,5.0,4.0,5.0,6.0,31.88,14.93,0.35917000000000004,12.9,11
1991-11-06,0.0,0.0,2.0,2.0,2.0,1.0,3.0,28.62,14.13,0.13161,12.3,11
1991-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.21,14.53,0.0,12.6,11
1991-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.48,12.03,0.0,10.8,11
1991-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.04,11.23,0.0,10.2,11
1991-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.53,10.63,0.0,9.85,11
1991-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26,8.73,0.0,8.73,11
1991-11-12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.78,9.93,0.035609999999999996,9.43,11
1991-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.19,10.33,0.0,9.67,11
1991-11-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.47,9.53,0.009049999999999999,9.19,11
1991-11-15,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24.55,10.03,0.02758,9.44,11
1991-11-16,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27.2,10.93,0.037059999999999996,9.28,11
1991-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16,10.83,0.0,8.52,11
1991-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,11.23,0.0,8.08,11
1991-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.27,10.43,0.0,7.09,11
1991-11-20,15.0,11.0,12.0,14.0,16.0,14.0,17.0,23.01,8.73,1.3769199999999997,5.9,11
1991-11-21,5.0,2.0,2.0,3.0,9.0,7.0,4.0,30.07,12.43,0.48016000000000003,11.0,11
1991-11-22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,26.65,14.13,0.02571,12.3,11
