date,石門(mm),霞雲(mm),高義(mm),嘎拉賀(mm),玉峰(mm),鎮西堡(mm),巴陵(mm),石門水庫流量(cms),temperature
1985-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.82,10.73
1985-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48,10.53
1985-01-24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.07,7.93
1985-01-25,3.0,4.0,4.0,9.0,9.0,10.0,9.0,2.73,5.63
1985-01-26,17.0,15.0,12.0,15.0,18.0,21.0,18.0,9.42,6.53
1985-01-27,3.0,1.0,2.0,3.0,1.0,6.0,3.0,8.94,8.73
1985-01-28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.98,6.03
1985-01-29,4.0,1.0,1.0,3.0,0.0,1.0,3.0,10.01,4.13
1985-01-30,7.0,11.0,12.0,6.0,8.0,5.0,11.0,14.81,1.03
1985-01-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.49,4.73
1985-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,6.93
1985-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45,7.93
1985-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,9.63
1985-02-04,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.33,10.83
1985-02-05,6.0,5.0,7.0,6.0,8.0,12.0,6.0,10.18,12.63
1985-02-06,72.0,86.0,71.0,79.0,71.0,94.0,67.0,34.76,10.43
1985-02-07,10.0,26.0,25.0,21.0,25.0,25.0,25.0,90.86,10.03
1985-02-08,136.0,98.0,95.0,59.0,102.0,74.0,71.0,126.68,10.13
1985-02-09,108.0,126.0,99.0,83.0,86.0,103.0,80.0,479.56,8.73
1985-02-10,0.0,0.0,0.0,1.0,1.0,2.0,1.0,198.37,6.73
1985-02-11,50.0,49.0,46.0,49.0,49.0,53.0,54.0,130.96,6.93
1985-02-12,46.0,58.0,53.0,53.0,51.0,60.0,46.0,352.04,5.83
1985-02-13,0.0,1.0,3.0,0.0,4.0,0.0,2.0,185.46,6.73
1985-02-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.57,8.53
1985-02-15,4.0,6.0,3.0,1.0,0.0,7.0,2.0,79.26,8.23
1985-02-16,6.0,6.0,9.0,11.0,14.0,6.0,11.0,70.7,7.73
1985-02-17,19.0,5.0,2.0,1.0,2.0,2.0,2.0,66.44,7.53
1985-02-18,7.0,2.0,1.0,1.0,2.0,3.0,1.0,54.79,5.33
1985-02-19,8.0,8.0,6.0,10.0,11.0,16.0,9.0,54.63,6.43
1985-02-20,60.0,34.0,22.0,17.0,28.0,16.0,18.0,67.94,6.43
1985-02-21,49.0,43.0,19.0,20.0,35.0,52.5,25.0,110.26,3.83
1985-02-22,23.0,28.0,13.0,18.0,18.0,17.0,23.0,180.9,3.43
1985-02-23,14.0,12.0,12.0,12.0,17.0,7.0,12.0,126.46,3.73
1985-02-24,4.0,5.0,5.0,8.0,0.0,7.0,9.0,96.25,6.13
1985-02-25,4.0,1.0,0.0,0.0,0.0,0.0,0.0,79.93,7.63
1985-02-26,7.0,1.0,0.0,0.0,0.0,0.0,0.0,61.88,6.23
1985-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.37,7.83
1985-02-28,28.0,23.0,21.0,23.0,25.0,33.0,21.0,59.7,8.93
1985-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.61,11.73
1985-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.89,12.33
1985-03-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.4,8.13
1985-03-04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.86,6.73
1985-03-05,4.0,0.0,0.0,0.0,0.0,0.0,1.0,42.97,4.73
1985-03-06,22.0,9.0,6.0,4.0,1.0,4.0,6.0,42.99,9.83
1985-03-07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.34,9.93
1985-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.52,13.93
1985-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.44,6.53
1985-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.52,8.73
1985-03-11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.84,4.13
1985-03-12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.96,5.53
1985-03-13,7.0,8.0,3.0,2.0,4.0,0.0,2.0,29.55,5.53
1985-03-14,7.0,2.0,1.0,0.0,0.0,0.0,1.0,32.27,4.03
1985-03-15,11.0,13.0,14.0,8.0,10.0,7.0,8.0,28.47,4.63
1985-03-16,2.0,4.0,0.0,0.0,0.0,10.0,1.0,30.36,7.43
1985-03-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.84,7.33
1985-03-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,9.43
1985-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.24,7.33
1985-03-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.66,6.53
1985-03-21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.17,5.53
1985-03-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,5.43
1985-03-23,18.0,11.0,6.0,6.0,6.0,5.0,6.0,59.16,5.93
1985-03-24,3.0,1.0,0.0,0.0,1.0,1.0,0.0,19.46,9.53
1985-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.92,12.63
1985-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.17,12.73
1985-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.73,15.43
1985-03-28,1.0,3.0,2.0,7.0,4.0,13.0,3.0,30.35,11.03
1985-03-29,44.0,41.0,35.0,37.0,49.0,51.0,37.0,48.77,4.63
1985-03-30,1.0,0.0,0.0,0.0,1.0,0.0,0.0,27.97,2.73
1985-03-31,20.0,15.0,9.0,9.0,10.0,11.0,10.0,40.03,3.23
1985-04-01,11.0,11.0,9.0,9.0,10.0,10.0,10.0,43.56,6.83
1985-04-02,18.0,13.0,10.0,8.0,10.0,5.0,9.0,45.25,7.53
1985-04-03,9.0,10.0,11.0,2.0,4.0,5.0,6.0,43.4,9.63
1985-04-04,19.0,22.0,21.0,20.0,23.0,28.0,22.0,45.5,12.23
1985-04-05,0.0,0.0,0.0,1.0,0.0,1.0,0.0,46.3,14.53
1985-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.37,14.23
1985-04-07,2.0,3.0,1.0,0.0,1.0,0.0,0.0,34.34,10.93
1985-04-08,23.0,7.0,2.0,0.0,1.0,0.0,2.0,31.16,10.63
1985-04-09,1.0,2.0,0.0,2.0,0.0,0.0,0.0,30.71,14.03
1985-04-10,14.0,14.0,12.0,25.0,18.0,22.0,23.0,56.99,15.03
1985-04-11,58.0,44.0,30.0,23.0,45.0,35.0,21.0,84.6,12.93
1985-04-12,0.0,4.0,2.0,2.0,2.0,2.0,0.0,51.2,9.53
1985-04-13,2.0,0.0,2.0,0.0,1.0,2.0,2.0,49.57,7.53
1985-04-14,17.0,13.0,9.0,7.0,9.0,9.0,10.0,47.38,8.73
1985-04-15,9.0,7.0,6.0,7.0,7.0,7.0,7.0,63.16,9.23
1985-04-16,24.0,21.0,27.0,32.0,28.0,50.0,32.0,100.04,7.83
1985-04-17,13.0,21.0,26.0,21.0,23.0,32.0,25.0,103.9,11.13
1985-04-18,0.0,0.0,1.0,7.0,7.0,8.0,4.0,75.68,13.73
1985-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2,14.63
1985-04-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.55,12.83
1985-04-21,22.0,18.0,17.0,5.0,14.0,5.0,9.0,48.97,12.33
1985-04-22,0.0,1.0,0.0,1.0,1.0,1.0,1.0,41.73,14.03
1985-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,14.83
1985-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.86,15.33
1985-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89,16.13
1985-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,14.33
1985-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.19,10.83
1985-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57,12.23
1985-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,15.53
1985-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61,15.53
1985-05-01,4.0,6.0,8.0,14.0,9.0,18.0,13.0,27.8,15.43
1985-05-02,1.0,2.0,0.0,3.0,2.0,3.0,1.0,26.28,16.03
1985-05-03,1.0,14.0,17.0,16.0,30.0,23.0,14.0,33.47,17.03
1985-05-04,0.0,13.0,33.0,6.0,8.0,5.0,21.0,48.66,17.83
1985-05-05,11.0,35.0,11.0,2.0,5.0,0.0,8.0,39.24,18.73
1985-05-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.06,20.13
1985-05-07,0.0,0.0,0.0,9.0,0.0,0.0,0.0,32.07,17.53
1985-05-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,15.93
1985-05-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.74,17.83
1985-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,19.23
1985-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.76,19.23
1985-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.53,19.43
1985-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,19.23
1985-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.53,20.03
1985-05-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.16,19.13
1985-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.04,17.63
1985-05-17,0.0,0.0,7.0,6.0,25.0,10.0,21.0,19.86,16.03
1985-05-18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.57,17.83
1985-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.19,19.63
1985-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.46,19.83
1985-05-21,0.0,14.0,11.0,1.0,0.0,1.0,0.0,20.33,15.93
1985-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,17.23
1985-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,19.23
1985-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.27,17.03
1985-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.92,17.53
1985-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47,18.13
1985-05-27,0.0,12.0,20.0,0.0,3.0,0.0,4.0,15.24,19.93
1985-05-28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.04,17.53
1985-05-29,12.0,32.0,30.0,27.0,33.0,43.0,30.0,27.34,13.73
1985-05-30,16.0,20.0,6.0,8.0,7.0,9.0,5.0,28.57,15.23
1985-05-31,0.0,1.0,0.0,1.0,0.0,1.0,0.0,19.84,15.73
1985-06-01,0.0,2.0,2.0,0.0,0.0,2.0,1.0,19.37,15.63
1985-06-02,1.0,12.0,20.0,42.0,15.0,40.0,44.0,35.34,16.93
1985-06-03,0.0,0.0,3.0,9.0,3.0,5.0,4.0,35.58,16.23
1985-06-04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.04,17.33
1985-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,16.73
1985-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.57,16.93
1985-06-07,21.0,4.0,0.0,0.0,0.0,0.0,5.0,24.6,17.83
1985-06-08,40.0,32.0,7.0,5.0,8.0,11.0,44.0,50.35,13.53
1985-06-09,0.0,35.0,45.0,39.0,43.0,48.0,0.0,61.75,18.53
1985-06-10,1.0,2.0,0.0,1.0,4.0,2.0,0.0,47.3,18.23
1985-06-11,8.0,19.0,24.0,24.0,21.0,31.0,23.0,54.39,18.33
1985-06-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.67,19.53
1985-06-13,0.0,101.0,27.0,2.0,7.0,1.0,3.0,112.91,15.43
1985-06-14,27.0,68.2,23.0,29.0,25.0,25.0,33.0,78.94,15.93
1985-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.33,18.43
1985-06-16,0.0,0.0,0.0,2.0,2.0,1.0,0.0,43.83,19.33
1985-06-17,0.0,0.0,3.0,7.0,6.0,13.0,7.0,45.19,19.13
1985-06-18,19.0,5.0,2.0,16.0,4.0,8.0,7.0,51.52,15.93
1985-06-19,7.0,5.0,3.0,4.0,0.0,1.0,7.0,53.67,16.13
1985-06-20,1.0,1.0,6.0,4.0,11.0,10.0,6.0,45.39,19.13
1985-06-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.82,21.93
1985-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.48,23.43
1985-06-23,0.0,6.0,0.0,7.0,1.0,0.0,5.0,38.62,20.73
1985-06-24,2.0,5.0,7.0,12.0,1.0,1.0,13.0,36.23,19.43
1985-06-25,3.0,21.0,20.0,17.0,14.0,21.0,24.0,26.04,20.23
1985-06-26,1.0,2.0,0.0,5.0,0.0,0.0,2.0,34.17,20.93
1985-06-27,2.0,3.0,3.0,7.0,3.0,7.0,16.0,50.18,19.43
1985-06-28,21.0,26.0,16.0,16.0,8.0,13.0,39.0,50.37,18.43
1985-06-29,0.0,3.0,0.0,0.0,0.0,0.0,0.0,36.46,20.73
1985-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.99,18.63
1985-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.72,17.93
1985-07-02,89.0,71.0,42.0,55.0,40.0,62.0,31.0,95.92,19.03
1985-07-03,34.0,18.0,12.0,4.0,21.0,15.0,6.0,69.26,19.33
1985-07-04,7.0,4.0,1.0,3.0,3.0,15.0,6.0,76.4,19.53
1985-07-05,74.0,11.0,1.0,1.0,0.0,17.0,1.0,51.89,19.23
1985-07-06,5.0,2.0,0.0,0.0,0.0,0.0,0.0,43.86,20.03
1985-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.08,19.73
1985-07-08,13.0,8.0,9.0,2.0,8.0,2.0,1.0,38.11,18.43
1985-07-09,2.0,7.0,9.0,15.0,5.0,19.0,18.0,38.33,19.93
1985-07-10,1.0,1.0,2.0,16.0,0.0,4.0,7.0,10.91,20.43
1985-07-11,0.0,0.0,0.0,0.0,9.0,2.0,0.0,30.53,20.73
1985-07-12,0.0,0.0,0.0,0.0,1.0,7.0,0.0,31.98,20.23
1985-07-13,0.0,0.0,0.0,0.0,0.0,8.0,0.0,31.95,20.13
1985-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,20.43
1985-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.23,20.63
1985-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.63,20.73
1985-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.14,20.03
1985-07-18,21.0,2.0,0.0,0.0,0.0,0.0,0.0,22.24,19.93
1985-07-19,0.0,52.0,2.0,36.0,2.0,6.0,4.9,28.58,19.73
1985-07-20,54.0,19.0,2.0,3.0,4.0,5.0,17.0,33.33,19.53
1985-07-21,0.0,2.0,7.0,9.0,10.0,15.0,5.0,23.7,20.53
1985-07-22,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.78,18.53
1985-07-23,3.0,13.0,8.0,11.0,2.0,2.0,5.0,28.39,19.43
1985-07-24,11.0,0.0,0.0,0.0,6.0,1.0,0.0,24.88,19.93
1985-07-25,1.0,17.0,41.0,17.0,1.0,31.0,7.0,26.36,19.63
1985-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,20.83
1985-07-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,19.43
1985-07-28,7.0,30.0,3.0,31.0,8.0,30.0,6.0,28.99,19.73
1985-07-29,0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.64,16.83
1985-07-30,73.0,59.0,29.0,26.0,35.0,29.0,24.0,87.3,20.03
1985-07-31,19.0,18.0,25.0,12.0,20.0,4.0,14.0,46.7,21.43
1985-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,21.73
1985-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.07,19.93
1985-08-03,58.0,1.0,0.0,0.0,0.0,0.0,0.0,24.04,20.03
1985-08-04,0.0,2.0,0.0,0.0,1.0,0.0,9.0,26.62,20.63
1985-08-05,0.0,0.0,0.0,0.0,0.0,0.0,35.0,25.91,21.73
1985-08-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.8,21.53
1985-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.55,21.93
1985-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.39,22.13
1985-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14,21.83
1985-08-10,0.0,45.0,4.0,0.0,8.0,1.0,0.0,29.36,21.03
1985-08-11,11.0,40.0,0.0,0.0,0.0,0.0,0.0,29.92,20.83
1985-08-12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.18,21.13
1985-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71,20.83
1985-08-14,0.0,12.0,2.0,46.0,14.0,4.0,0.0,32.24,19.53
1985-08-15,43.0,38.0,26.0,30.0,48.0,39.0,0.0,41.62,20.23
1985-08-16,0.0,0.0,1.0,0.0,28.0,1.0,0.0,35.54,21.13
1985-08-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.25,21.53
1985-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.11,20.23
1985-08-19,11.0,0.0,0.0,0.0,1.0,19.0,5.0,23.49,20.03
1985-08-20,9.0,1.0,2.0,4.0,3.0,5.0,3.0,25.39,19.73
1985-08-21,0.0,0.0,0.0,1.0,1.0,1.0,0.0,21.47,20.33
1985-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.89,17.53
1985-08-23,103.0,192.0,288.0,207.0,253.0,189.0,258.0,2672.71,17.13
1985-08-24,326.0,345.0,461.0,307.0,490.0,338.0,167.0,590.93,18.53
1985-08-25,6.0,28.0,13.0,68.0,23.0,27.0,27.0,317.67,17.93
1985-08-26,16.0,24.0,20.0,25.0,14.0,9.0,21.0,231.12,19.73
1985-08-27,1.0,3.0,13.0,28.0,1.0,4.0,28.0,184.14,18.43
1985-08-28,0.0,0.0,0.0,4.0,0.0,0.0,1.0,140.67,18.53
1985-08-29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,110.25,18.03
1985-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.92,17.83
1985-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6,18.73
1985-09-01,0.0,1.0,1.0,0.0,8.0,11.0,2.0,88.96,18.63
1985-09-02,8.0,15.0,3.0,11.0,2.0,3.0,6.0,105.44,17.73
1985-09-03,74.0,66.0,32.0,36.0,20.0,5.0,38.0,92.69,20.83
1985-09-04,0.0,0.0,0.0,1.0,3.0,19.0,1.0,70.9,22.23
1985-09-05,0.0,0.0,0.0,1.0,0.0,150.0,2.0,61.38,19.63
1985-09-06,0.0,0.0,0.0,2.0,0.0,6.0,1.0,60.35,19.43
1985-09-07,0.0,5.0,7.0,4.0,0.0,14.0,4.0,68.28,19.23
1985-09-08,0.0,2.0,7.0,5.0,0.0,2.0,5.0,54.86,20.13
1985-09-09,0.0,0.0,0.0,0.0,0.0,2.0,0.0,50.1,20.73
1985-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.62,20.73
1985-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.29,20.53
1985-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71,20.33
1985-09-13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.08,20.83
1985-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,20.83
1985-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.02,19.63
1985-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.61,17.63
1985-09-17,13.0,70.0,48.0,91.0,27.0,32.0,74.0,304.67,17.43
1985-09-18,12.0,68.0,50.0,76.0,59.0,81.0,75.0,104.11,18.73
1985-09-19,32.0,1.0,0.0,1.0,0.0,0.0,0.0,81.38,19.83
1985-09-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.45,19.13
1985-09-21,6.0,9.0,11.0,8.0,7.0,13.0,15.0,100.72,17.63
1985-09-22,15.0,63.0,33.0,5.0,8.0,1.0,4.0,66.65,18.33
1985-09-23,1.0,8.0,11.0,12.0,12.0,1.0,4.0,95.15,18.03
1985-09-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.1,17.63
1985-09-25,18.0,61.0,67.0,42.0,42.0,11.0,52.0,164.8,15.23
1985-09-26,6.0,19.0,8.0,36.0,7.0,21.0,11.0,151.96,15.33
1985-09-27,4.0,11.0,12.0,30.0,11.0,18.0,17.0,128.1,18.43
1985-09-28,0.0,0.0,1.0,2.0,2.0,2.0,2.0,164.33,17.03
1985-09-29,9.0,104.0,106.0,62.0,80.0,60.0,90.0,219.73,15.83
1985-09-30,0.0,2.0,1.0,0.0,0.0,0.0,1.0,119.62,16.13
1985-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.72,15.23
1985-10-02,0.0,5.0,2.0,1.0,0.0,0.0,1.0,107.28,13.63
1985-10-03,1.0,3.0,3.0,0.0,2.0,0.0,3.0,73.17,13.53
1985-10-04,10.0,16.0,20.0,33.0,8.0,19.0,28.0,882.49,14.53
1985-10-05,112.0,224.0,240.0,167.0,226.0,150.0,163.0,376.46,14.83
1985-10-06,0.0,0.0,0.0,1.0,0.0,1.0,1.0,194.45,14.13
1985-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.14,16.23
1985-10-08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105.46,18.63
1985-10-09,0.0,0.0,3.0,0.0,0.0,2.0,0.0,93.27,18.63
1985-10-10,0.0,0.0,0.0,0.0,0.0,37.0,0.0,83.65,18.93
1985-10-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.28,18.33
1985-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.77,18.93
1985-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.02,18.43
1985-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.79,17.93
1985-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.69,18.33
1985-10-16,0.0,0.0,0.0,0.0,0.0,3.0,0.0,46.24,18.13
1985-10-17,0.0,0.0,0.0,0.0,0.0,11.0,0.0,43.61,16.03
1985-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6,14.33
1985-10-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.06,13.63
1985-10-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.45,17.03
1985-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.46,17.33
1985-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.58,14.53
1985-10-23,3.0,6.0,6.0,9.0,0.0,0.0,11.0,36.96,15.33
1985-10-24,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36.83,16.53
1985-10-25,0.0,0.0,0.0,0.0,0.0,21.0,1.0,34.64,16.93
1985-10-26,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.72,16.33
1985-10-27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.65,16.63
1985-10-28,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.8,17.53
1985-10-29,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.75,16.53
1985-10-30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.88,14.93
1985-10-31,0.0,0.0,0.0,1.0,0.0,4.0,0.0,28.86,14.53
1985-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27,12.43
1985-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.17,11.63
1985-11-03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.37,12.73
1985-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.43,14.13
1985-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04,15.33
1985-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.24,15.13
1985-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.52,14.93
1985-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95,14.83
1985-11-09,16.0,2.0,2.0,6.0,17.0,0.0,13.0,14.15,10.63
1985-11-10,15.0,18.0,20.0,44.0,31.0,0.0,35.0,26.47,8.83
1985-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.37,9.53
1985-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.03,11.83
1985-11-13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.83,10.33
1985-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,11.43
1985-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,12.23
1985-11-16,0.0,0.0,0.0,2.0,1.0,0.0,1.0,16.96,11.93
1985-11-17,2.0,1.0,2.0,4.0,5.0,0.0,4.0,16.52,10.63
1985-11-18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.27,9.63
1985-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.04,9.93
1985-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.36,11.83
1985-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57,14.03
1985-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.72,14.43
1985-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,16.23
1985-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.37,8.73
1985-11-25,59.0,41.0,19.0,15.0,15.0,0.0,18.0,17.71,8.93
1985-11-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.59,12.13
1985-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.59,12.83
1985-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,11.13
1985-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.62,8.83
1985-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15,8.23
1985-12-01,7.0,5.0,4.0,4.0,3.0,0.0,4.0,12.1,10.53
1985-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.57,10.23
1985-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,13.03
1985-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22,13.43
1985-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.26,13.43
1985-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,10.53
1985-12-07,4.0,3.0,0.0,2.0,0.0,0.0,2.0,12.05,9.73
1985-12-08,10.0,5.0,6.0,6.0,4.0,4.0,7.0,11.53,6.33
1985-12-09,6.0,2.0,0.0,5.0,1.0,1.0,0.0,13.6,7.63
1985-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56,9.33
